#,Date-Time (EST),Ch: 1 - Temperature   (°C),Host Connected,End of File
1,06/05/2021 09:56:28,27.67,,
2,06/05/2021 09:57:28,28.35,,
3,06/05/2021 09:58:28,28.87,,
4,06/05/2021 09:59:28,29.26,,
5,06/05/2021 10:00:28,29.90,,
6,06/05/2021 10:01:28,30.16,,
7,06/05/2021 10:02:28,30.41,,
8,06/05/2021 10:03:28,30.41,,
9,06/05/2021 10:04:28,30.46,,
10,06/05/2021 10:05:28,31.01,,
11,06/05/2021 10:06:28,31.14,,
12,06/05/2021 10:07:28,31.44,,
13,06/05/2021 10:08:28,31.74,,
14,06/05/2021 10:09:28,31.36,,
15,06/05/2021 10:10:28,30.97,,
16,06/05/2021 10:11:28,30.50,,
17,06/05/2021 10:12:28,30.20,,
18,06/05/2021 10:13:28,29.86,,
19,06/05/2021 10:14:28,29.64,,
20,06/05/2021 10:15:28,29.47,,
21,06/05/2021 10:16:28,29.34,,
22,06/05/2021 10:17:28,29.34,,
23,06/05/2021 10:18:28,29.26,,
24,06/05/2021 10:19:28,29.17,,
25,06/05/2021 10:20:28,29.04,,
26,06/05/2021 10:21:28,28.91,,
27,06/05/2021 10:22:28,28.74,,
28,06/05/2021 10:23:28,28.65,,
29,06/05/2021 10:24:28,28.61,,
30,06/05/2021 10:25:28,28.57,,
31,06/05/2021 10:26:28,28.53,,
32,06/05/2021 10:27:28,28.57,,
33,06/05/2021 10:28:28,28.65,,
34,06/05/2021 10:29:28,28.70,,
35,06/05/2021 10:30:28,28.65,,
36,06/05/2021 10:31:28,28.61,,
37,06/05/2021 10:32:28,28.57,,
38,06/05/2021 10:33:28,28.57,,
39,06/05/2021 10:34:28,28.48,,
40,06/05/2021 10:35:28,28.44,,
41,06/05/2021 10:36:28,28.40,,
42,06/05/2021 10:37:28,28.44,,
43,06/05/2021 10:38:28,28.40,,
44,06/05/2021 10:39:28,28.40,,
45,06/05/2021 10:40:28,28.53,,
46,06/05/2021 10:41:28,28.61,,
47,06/05/2021 10:42:28,28.65,,
48,06/05/2021 10:43:28,28.61,,
49,06/05/2021 10:44:28,28.57,,
50,06/05/2021 10:45:28,28.53,,
51,06/05/2021 10:46:28,28.57,,
52,06/05/2021 10:47:28,28.57,,
