#,Date-Time (EST),Ch: 1 - Temperature   (°C),Host Connected,End of File
1,06/05/2021 09:56:57,27.88,,
2,06/05/2021 09:57:57,28.35,,
3,06/05/2021 09:58:57,29.00,,
4,06/05/2021 09:59:57,29.64,,
5,06/05/2021 10:00:57,29.77,,
6,06/05/2021 10:01:57,29.94,,
7,06/05/2021 10:02:57,29.90,,
8,06/05/2021 10:03:57,29.90,,
9,06/05/2021 10:04:57,30.33,,
10,06/05/2021 10:05:57,30.80,,
11,06/05/2021 10:06:57,30.28,,
12,06/05/2021 10:07:57,29.90,,
13,06/05/2021 10:08:57,29.56,,
14,06/05/2021 10:09:57,29.13,,
15,06/05/2021 10:10:57,28.87,,
16,06/05/2021 10:11:57,28.70,,
17,06/05/2021 10:12:57,28.57,,
18,06/05/2021 10:13:57,28.44,,
19,06/05/2021 10:14:57,28.35,,
20,06/05/2021 10:15:57,28.27,,
21,06/05/2021 10:16:57,28.14,,
22,06/05/2021 10:17:57,28.10,,
23,06/05/2021 10:18:57,28.05,,
24,06/05/2021 10:19:57,27.88,,
25,06/05/2021 10:20:57,27.84,,
26,06/05/2021 10:21:57,27.75,,
27,06/05/2021 10:22:57,27.80,,
28,06/05/2021 10:23:57,27.75,,
29,06/05/2021 10:24:57,27.75,,
30,06/05/2021 10:25:57,27.75,,
31,06/05/2021 10:26:57,27.80,,
32,06/05/2021 10:27:57,27.80,,
33,06/05/2021 10:28:57,27.88,,
34,06/05/2021 10:29:57,27.93,,
35,06/05/2021 10:30:57,27.84,,
36,06/05/2021 10:31:57,27.88,,
37,06/05/2021 10:32:57,27.84,,
38,06/05/2021 10:33:57,27.80,,
39,06/05/2021 10:34:57,27.75,,
40,06/05/2021 10:35:57,27.75,,
41,06/05/2021 10:36:57,27.75,,
42,06/05/2021 10:37:57,27.80,,
43,06/05/2021 10:38:57,27.80,,
44,06/05/2021 10:39:57,27.84,,
45,06/05/2021 10:40:57,27.88,,
46,06/05/2021 10:41:57,27.80,,
47,06/05/2021 10:42:57,27.84,,
48,06/05/2021 10:43:57,27.88,,
49,06/05/2021 10:44:57,27.80,,
50,06/05/2021 10:45:57,27.80,,
51,06/05/2021 10:46:57,27.84,,
52,06/05/2021 10:47:57,27.84,,
53,06/05/2021 10:48:57,27.93,,
54,06/05/2021 10:49:57,27.80,,
55,06/05/2021 10:50:57,27.80,,
56,06/05/2021 10:51:57,27.84,,
57,06/05/2021 10:52:57,27.80,,
58,06/05/2021 10:53:57,27.88,,
59,06/05/2021 10:54:57,27.84,,
60,06/05/2021 10:55:57,27.88,,
61,06/05/2021 10:56:57,27.88,,
62,06/05/2021 10:57:57,27.88,,
63,06/05/2021 10:58:57,27.93,,
64,06/05/2021 10:59:57,27.97,,
65,06/05/2021 11:00:57,27.93,,
66,06/05/2021 11:01:57,27.93,,
67,06/05/2021 11:02:57,27.93,,
68,06/05/2021 11:03:57,27.93,,
69,06/05/2021 11:04:57,27.97,,
70,06/05/2021 11:05:57,27.97,,
71,06/05/2021 11:06:57,28.01,,
72,06/05/2021 11:07:57,27.97,,
73,06/05/2021 11:08:57,28.01,,
74,06/05/2021 11:09:57,28.01,,
75,06/05/2021 11:10:57,28.05,,
76,06/05/2021 11:11:57,28.05,,
77,06/05/2021 11:12:57,28.05,,
78,06/05/2021 11:13:57,28.10,,
79,06/05/2021 11:14:57,28.05,,
80,06/05/2021 11:15:57,27.97,,
81,06/05/2021 11:16:57,28.05,,
82,06/05/2021 11:17:57,28.10,,
83,06/05/2021 11:18:57,28.18,,
84,06/05/2021 11:19:57,28.14,,
85,06/05/2021 11:20:57,28.23,,
86,06/05/2021 11:21:57,28.31,,
87,06/05/2021 11:22:57,28.31,,
88,06/05/2021 11:23:57,28.31,,
89,06/05/2021 11:24:57,28.31,,
90,06/05/2021 11:25:57,28.35,,
91,06/05/2021 11:26:57,28.35,,
92,06/05/2021 11:27:57,28.35,,
93,06/05/2021 11:28:57,28.35,,
94,06/05/2021 11:29:57,28.40,,
95,06/05/2021 11:30:57,28.44,,
96,06/05/2021 11:31:57,28.53,,
97,06/05/2021 11:32:57,28.53,,
98,06/05/2021 11:33:57,28.57,,
99,06/05/2021 11:34:57,28.48,,
100,06/05/2021 11:35:57,28.48,,
101,06/05/2021 11:36:57,28.48,,
102,06/05/2021 11:37:57,28.48,,
103,06/05/2021 11:38:57,28.48,,
104,06/05/2021 11:39:57,28.57,,
105,06/05/2021 11:40:57,28.53,,
106,06/05/2021 11:41:57,28.48,,
107,06/05/2021 11:42:57,28.48,,
108,06/05/2021 11:43:57,28.57,,
109,06/05/2021 11:44:57,28.61,,
110,06/05/2021 11:45:57,28.61,,
111,06/05/2021 11:46:57,28.70,,
112,06/05/2021 11:47:57,28.70,,
113,06/05/2021 11:48:57,28.70,,
114,06/05/2021 11:49:57,28.78,,
115,06/05/2021 11:50:57,28.70,,
116,06/05/2021 11:51:57,28.74,,
117,06/05/2021 11:52:57,28.70,,
118,06/05/2021 11:53:57,28.70,,
119,06/05/2021 11:54:57,28.83,,
120,06/05/2021 11:55:57,28.87,,
121,06/05/2021 11:56:57,28.91,,
122,06/05/2021 11:57:57,28.83,,
123,06/05/2021 11:58:57,28.83,,
124,06/05/2021 11:59:57,28.83,,
125,06/05/2021 12:00:57,28.78,,
126,06/05/2021 12:01:57,28.78,,
127,06/05/2021 12:02:57,28.83,,
128,06/05/2021 12:03:57,28.83,,
129,06/05/2021 12:04:57,28.91,,
130,06/05/2021 12:05:57,28.87,,
131,06/05/2021 12:06:57,28.91,,
132,06/05/2021 12:07:57,28.95,,
133,06/05/2021 12:08:57,28.95,,
134,06/05/2021 12:09:57,28.95,,
135,06/05/2021 12:10:57,28.95,,
136,06/05/2021 12:11:57,29.00,,
137,06/05/2021 12:12:57,29.00,,
138,06/05/2021 12:13:57,29.04,,
139,06/05/2021 12:14:57,29.04,,
140,06/05/2021 12:15:57,29.13,,
141,06/05/2021 12:16:57,29.13,,
142,06/05/2021 12:17:57,29.21,,
143,06/05/2021 12:18:57,29.26,,
144,06/05/2021 12:19:57,29.26,,
145,06/05/2021 12:20:57,29.26,,
146,06/05/2021 12:21:57,29.21,,
147,06/05/2021 12:22:57,29.26,,
148,06/05/2021 12:23:57,29.21,,
149,06/05/2021 12:24:57,29.30,,
