#,Date-Time (EST),Ch: 1 - Temperature   (°C),Host Connected,End of File
1,05/30/2021 11:35:47,22.35,,
2,05/30/2021 11:36:47,22.82,,
3,05/30/2021 11:37:47,22.65,,
4,05/30/2021 11:38:47,22.43,,
5,05/30/2021 11:39:47,22.31,,
6,05/30/2021 11:40:47,22.18,,
7,05/30/2021 11:41:47,22.73,,
8,05/30/2021 11:42:47,23.29,,
9,05/30/2021 11:43:47,23.12,,
10,05/30/2021 11:44:47,22.86,,
11,05/30/2021 11:45:47,22.52,,
12,05/30/2021 11:46:47,22.43,,
13,05/30/2021 11:47:47,22.05,,
14,05/30/2021 11:48:47,21.75,,
15,05/30/2021 11:49:47,20.63,,
16,05/30/2021 11:50:47,19.52,,
17,05/30/2021 11:51:47,18.44,,
18,05/30/2021 11:52:47,17.41,,
19,05/30/2021 11:53:47,16.47,,
20,05/30/2021 11:54:47,15.61,,
21,05/30/2021 11:55:47,14.88,,
22,05/30/2021 11:56:47,14.37,,
23,05/30/2021 11:57:47,13.85,,
24,05/30/2021 11:58:47,13.43,,
25,05/30/2021 11:59:47,13.08,,
26,05/30/2021 12:00:47,12.78,,
27,05/30/2021 12:01:47,12.52,,
28,05/30/2021 12:02:47,12.27,,
29,05/30/2021 12:03:47,12.10,,
30,05/30/2021 12:04:47,12.01,,
31,05/30/2021 12:05:47,11.88,,
32,05/30/2021 12:06:47,11.79,,
33,05/30/2021 12:07:47,11.71,,
34,05/30/2021 12:08:47,11.58,,
35,05/30/2021 12:09:47,11.49,,
36,05/30/2021 12:10:47,11.45,,
37,05/30/2021 12:11:47,11.41,,
38,05/30/2021 12:12:47,11.28,,
39,05/30/2021 12:13:47,11.32,,
40,05/30/2021 12:14:47,11.24,,
41,05/30/2021 12:15:47,11.15,,
42,05/30/2021 12:16:47,11.15,,
43,05/30/2021 12:17:47,11.15,,
44,05/30/2021 12:18:47,11.15,,
45,05/30/2021 12:19:47,11.15,,
46,05/30/2021 12:20:47,11.15,,
47,05/30/2021 12:21:47,11.15,,
48,05/30/2021 12:22:47,11.19,,
49,05/30/2021 12:23:47,11.24,,
50,05/30/2021 12:24:47,11.24,,
51,05/30/2021 12:25:47,11.24,,
52,05/30/2021 12:26:47,11.19,,
53,05/30/2021 12:27:47,11.28,,
54,05/30/2021 12:28:47,11.28,,
55,05/30/2021 12:29:47,11.24,,
56,05/30/2021 12:30:47,11.24,,
57,05/30/2021 12:31:47,11.28,,
58,05/30/2021 12:32:47,11.28,,
59,05/30/2021 12:33:47,11.24,,
60,05/30/2021 12:34:47,11.19,,
61,05/30/2021 12:35:47,11.19,,
62,05/30/2021 12:36:47,11.19,,
63,05/30/2021 12:37:47,11.15,,
64,05/30/2021 12:38:47,11.19,,
65,05/30/2021 12:39:47,11.15,,
66,05/30/2021 12:40:47,11.24,,
67,05/30/2021 12:41:47,11.24,,
68,05/30/2021 12:42:47,11.28,,
69,05/30/2021 12:43:47,11.32,,
70,05/30/2021 12:44:47,11.32,,
71,05/30/2021 12:45:47,11.37,,
72,05/30/2021 12:46:47,11.32,,
73,05/30/2021 12:47:47,11.37,,
74,05/30/2021 12:48:47,11.37,,
75,05/30/2021 12:49:47,11.41,,
76,05/30/2021 12:50:47,11.41,,
77,05/30/2021 12:51:47,11.41,,
78,05/30/2021 12:52:47,11.41,,
79,05/30/2021 12:53:47,11.37,,
80,05/30/2021 12:54:47,11.41,,
81,05/30/2021 12:55:47,11.37,,
82,05/30/2021 12:56:47,11.37,,
83,05/30/2021 12:57:47,11.41,,
84,05/30/2021 12:58:47,11.41,,
85,05/30/2021 12:59:47,11.41,,
86,05/30/2021 13:00:47,11.37,,
87,05/30/2021 13:01:47,11.32,,
88,05/30/2021 13:02:47,11.28,,
89,05/30/2021 13:03:47,11.32,,
90,05/30/2021 13:04:47,11.24,,
91,05/30/2021 13:05:47,11.24,,
92,05/30/2021 13:06:47,11.19,,
93,05/30/2021 13:07:47,11.24,,
94,05/30/2021 13:08:47,11.32,,
95,05/30/2021 13:09:47,11.28,,
96,05/30/2021 13:10:47,11.32,,
97,05/30/2021 13:11:47,11.37,,
98,05/30/2021 13:12:47,11.41,,
99,05/30/2021 13:13:47,11.41,,
100,05/30/2021 13:14:47,11.45,,
101,05/30/2021 13:15:47,11.45,,
102,05/30/2021 13:16:47,11.45,,
103,05/30/2021 13:17:47,11.41,,
104,05/30/2021 13:18:47,11.45,,
105,05/30/2021 13:19:47,11.45,,
106,05/30/2021 13:20:47,11.54,,
107,05/30/2021 13:21:47,11.49,,
108,05/30/2021 13:22:47,11.49,,
109,05/30/2021 13:23:47,11.49,,
110,05/30/2021 13:24:47,11.54,,
111,05/30/2021 13:25:47,11.49,,
112,05/30/2021 13:26:47,11.45,,
113,05/30/2021 13:27:47,11.41,,
114,05/30/2021 13:28:47,11.45,,
115,05/30/2021 13:29:47,11.41,,
116,05/30/2021 13:30:47,11.41,,
117,05/30/2021 13:31:47,11.45,,
118,05/30/2021 13:32:47,11.45,,
119,05/30/2021 13:33:47,11.45,,
120,05/30/2021 13:34:47,11.45,,
121,05/30/2021 13:35:47,11.49,,
122,05/30/2021 13:36:47,11.45,,
123,05/30/2021 13:37:47,11.49,,
124,05/30/2021 13:38:47,11.49,,
125,05/30/2021 13:39:47,11.45,,
126,05/30/2021 13:40:47,11.49,,
127,05/30/2021 13:41:47,11.49,,
128,05/30/2021 13:42:47,11.54,,
129,05/30/2021 13:43:47,11.49,,
130,05/30/2021 13:44:47,11.54,,
131,05/30/2021 13:45:47,11.54,,
132,05/30/2021 13:46:47,11.54,,
133,05/30/2021 13:47:47,11.54,,
134,05/30/2021 13:48:47,11.49,,
135,05/30/2021 13:49:47,11.49,,
136,05/30/2021 13:50:47,11.54,,
137,05/30/2021 13:51:47,11.54,,
138,05/30/2021 13:52:47,11.58,,
139,05/30/2021 13:53:47,11.62,,
140,05/30/2021 13:54:47,11.58,,
141,05/30/2021 13:55:47,11.62,,
142,05/30/2021 13:56:47,11.58,,
143,05/30/2021 13:57:47,11.58,,
144,05/30/2021 13:58:47,11.58,,
145,05/30/2021 13:59:47,11.58,,
146,05/30/2021 14:00:47,11.54,,
147,05/30/2021 14:01:47,11.62,,
148,05/30/2021 14:02:47,11.54,,
149,05/30/2021 14:03:47,11.54,,
150,05/30/2021 14:04:47,11.58,,
151,05/30/2021 14:05:47,11.58,,
152,05/30/2021 14:06:47,11.58,,
153,05/30/2021 14:07:47,11.58,,
154,05/30/2021 14:08:47,11.58,,
155,05/30/2021 14:09:47,11.58,,
156,05/30/2021 14:10:47,11.62,,
157,05/30/2021 14:11:47,11.62,,
158,05/30/2021 14:12:47,11.58,,
159,05/30/2021 14:13:47,11.54,,
160,05/30/2021 14:14:47,11.58,,
161,05/30/2021 14:15:47,11.58,,
162,05/30/2021 14:16:47,11.58,,
163,05/30/2021 14:17:47,11.54,,
164,05/30/2021 14:18:47,11.54,,
165,05/30/2021 14:19:47,11.49,,
166,05/30/2021 14:20:47,11.49,,
167,05/30/2021 14:21:47,11.49,,
168,05/30/2021 14:22:47,11.49,,
169,05/30/2021 14:23:47,11.54,,
170,05/30/2021 14:24:47,11.49,,
171,05/30/2021 14:25:47,11.49,,
172,05/30/2021 14:26:47,11.58,,
173,05/30/2021 14:27:47,11.54,,
174,05/30/2021 14:28:47,11.54,,
175,05/30/2021 14:29:47,11.54,,
176,05/30/2021 14:30:47,11.45,,
177,05/30/2021 14:31:47,11.49,,
178,05/30/2021 14:32:47,11.49,,
179,05/30/2021 14:33:47,11.49,,
180,05/30/2021 14:34:47,11.49,,
181,05/30/2021 14:35:47,11.49,,
182,05/30/2021 14:36:47,11.49,,
183,05/30/2021 14:37:47,11.45,,
184,05/30/2021 14:38:47,11.45,,
185,05/30/2021 14:39:47,11.41,,
186,05/30/2021 14:40:47,11.45,,
187,05/30/2021 14:41:47,11.45,,
188,05/30/2021 14:42:47,11.41,,
189,05/30/2021 14:43:47,11.45,,
190,05/30/2021 14:44:47,11.45,,
191,05/30/2021 14:45:47,11.45,,
192,05/30/2021 14:46:47,11.41,,
193,05/30/2021 14:47:47,11.41,,
194,05/30/2021 14:48:47,11.37,,
195,05/30/2021 14:49:47,11.41,,
196,05/30/2021 14:50:47,11.45,,
197,05/30/2021 14:51:47,11.41,,
198,05/30/2021 14:52:47,11.45,,
199,05/30/2021 14:53:47,11.41,,
200,05/30/2021 14:54:47,11.32,,
201,05/30/2021 14:55:47,11.32,,
202,05/30/2021 14:56:47,11.32,,
203,05/30/2021 14:57:47,11.28,,
204,05/30/2021 14:58:47,11.28,,
205,05/30/2021 14:59:47,11.24,,
206,05/30/2021 15:00:47,11.19,,
207,05/30/2021 15:01:47,11.19,,
208,05/30/2021 15:02:47,11.19,,
209,05/30/2021 15:03:47,11.19,,
210,05/30/2021 15:04:47,11.19,,
211,05/30/2021 15:05:47,11.24,,
212,05/30/2021 15:06:47,11.24,,
213,05/30/2021 15:07:47,11.19,,
214,05/30/2021 15:08:47,11.28,,
215,05/30/2021 15:09:47,11.24,,
216,05/30/2021 15:10:47,11.24,,
217,05/30/2021 15:11:47,11.24,,
218,05/30/2021 15:12:47,11.24,,
219,05/30/2021 15:13:47,11.28,,
220,05/30/2021 15:14:47,11.24,,
221,05/30/2021 15:15:47,11.24,,
222,05/30/2021 15:16:47,11.32,,
223,05/30/2021 15:17:47,11.28,,
224,05/30/2021 15:18:47,11.24,,
225,05/30/2021 15:19:47,11.24,,
226,05/30/2021 15:20:47,11.24,,
227,05/30/2021 15:21:47,11.24,,
228,05/30/2021 15:22:47,11.24,,
229,05/30/2021 15:23:47,11.24,,
230,05/30/2021 15:24:47,11.24,,
231,05/30/2021 15:25:47,11.24,,
232,05/30/2021 15:26:47,11.24,,
233,05/30/2021 15:27:47,11.24,,
234,05/30/2021 15:28:47,11.28,,
235,05/30/2021 15:29:47,11.28,,
236,05/30/2021 15:30:47,11.28,,
237,05/30/2021 15:31:47,11.28,,
238,05/30/2021 15:32:47,11.28,,
239,05/30/2021 15:33:47,11.32,,
240,05/30/2021 15:34:47,11.32,,
241,05/30/2021 15:35:47,11.41,,
242,05/30/2021 15:36:47,11.45,,
243,05/30/2021 15:37:47,11.45,,
244,05/30/2021 15:38:47,11.49,,
245,05/30/2021 15:39:47,11.45,,
246,05/30/2021 15:40:47,11.45,,
247,05/30/2021 15:41:47,11.41,,
248,05/30/2021 15:42:47,11.49,,
249,05/30/2021 15:43:47,11.45,,
250,05/30/2021 15:44:47,11.45,,
251,05/30/2021 15:45:47,11.49,,
252,05/30/2021 15:46:47,11.49,,
253,05/30/2021 15:47:47,11.54,,
254,05/30/2021 15:48:47,11.54,,
255,05/30/2021 15:49:47,11.54,,
256,05/30/2021 15:50:47,11.54,,
257,05/30/2021 15:51:47,11.45,,
258,05/30/2021 15:52:47,11.41,,
259,05/30/2021 15:53:47,11.37,,
260,05/30/2021 15:54:47,11.41,,
261,05/30/2021 15:55:47,11.32,,
262,05/30/2021 15:56:47,11.28,,
263,05/30/2021 15:57:47,11.28,,
264,05/30/2021 15:58:47,11.28,,
265,05/30/2021 15:59:47,11.28,,
266,05/30/2021 16:00:47,11.24,,
267,05/30/2021 16:01:47,11.19,,
268,05/30/2021 16:02:47,11.15,,
269,05/30/2021 16:03:47,11.15,,
270,05/30/2021 16:04:47,11.11,,
271,05/30/2021 16:05:47,11.11,,
272,05/30/2021 16:06:47,11.11,,
273,05/30/2021 16:07:47,11.19,,
274,05/30/2021 16:08:47,11.11,,
275,05/30/2021 16:09:47,11.19,,
276,05/30/2021 16:10:47,11.19,,
277,05/30/2021 16:11:47,11.19,,
278,05/30/2021 16:12:47,11.24,,
279,05/30/2021 16:13:47,11.19,,
280,05/30/2021 16:14:47,11.24,,
281,05/30/2021 16:15:47,11.28,,
282,05/30/2021 16:16:47,11.24,,
283,05/30/2021 16:17:47,11.24,,
284,05/30/2021 16:18:47,11.24,,
285,05/30/2021 16:19:47,11.15,,
286,05/30/2021 16:20:47,11.15,,
287,05/30/2021 16:21:47,11.15,,
288,05/30/2021 16:22:47,11.07,,
289,05/30/2021 16:23:47,11.11,,
290,05/30/2021 16:24:47,11.11,,
291,05/30/2021 16:25:47,11.02,,
292,05/30/2021 16:26:47,11.02,,
293,05/30/2021 16:27:47,11.02,,
294,05/30/2021 16:28:47,11.02,,
295,05/30/2021 16:29:47,10.94,,
296,05/30/2021 16:30:47,10.98,,
297,05/30/2021 16:31:47,10.98,,
298,05/30/2021 16:32:47,10.94,,
299,05/30/2021 16:33:47,10.94,,
300,05/30/2021 16:34:47,10.94,,
301,05/30/2021 16:35:47,10.94,,
302,05/30/2021 16:36:47,10.89,,
303,05/30/2021 16:37:47,10.85,,
304,05/30/2021 16:38:47,10.89,,
305,05/30/2021 16:39:47,10.89,,
