#,Date-Time (EST),Ch: 1 - Temperature   (°C),Host Connected,End of File
1,06/06/2021 10:41:59,28.14,,
2,06/06/2021 10:42:59,28.74,,
3,06/06/2021 10:43:59,28.61,,
4,06/06/2021 10:44:59,28.53,,
5,06/06/2021 10:45:59,28.48,,
6,06/06/2021 10:46:59,28.48,,
7,06/06/2021 10:47:59,28.48,,
8,06/06/2021 10:48:59,28.48,,
9,06/06/2021 10:49:59,28.53,,
10,06/06/2021 10:50:59,28.87,,
11,06/06/2021 10:51:59,29.17,,
12,06/06/2021 10:52:59,29.51,,
13,06/06/2021 10:53:59,30.11,,
14,06/06/2021 10:54:59,30.80,,
15,06/06/2021 10:55:59,31.19,,
16,06/06/2021 10:56:59,31.57,,
17,06/06/2021 10:57:59,32.00,,
18,06/06/2021 10:58:59,32.43,,
19,06/06/2021 10:59:59,33.42,,
20,06/06/2021 11:00:59,32.86,,
21,06/06/2021 11:01:59,32.34,,
22,06/06/2021 11:02:59,31.96,,
23,06/06/2021 11:03:59,31.70,,
24,06/06/2021 11:04:59,31.44,,
25,06/06/2021 11:05:59,31.27,,
26,06/06/2021 11:06:59,31.19,,
27,06/06/2021 11:07:59,31.01,,
28,06/06/2021 11:08:59,30.93,,
29,06/06/2021 11:09:59,30.80,,
30,06/06/2021 11:10:59,30.67,,
31,06/06/2021 11:11:59,30.67,,
32,06/06/2021 11:12:59,30.59,,
33,06/06/2021 11:13:59,30.46,,
34,06/06/2021 11:14:59,30.37,,
35,06/06/2021 11:15:59,30.33,,
36,06/06/2021 11:16:59,30.24,,
37,06/06/2021 11:17:59,30.24,,
38,06/06/2021 11:18:59,30.16,,
39,06/06/2021 11:19:59,30.16,,
40,06/06/2021 11:20:59,30.11,,
41,06/06/2021 11:21:59,30.11,,
42,06/06/2021 11:22:59,30.07,,
43,06/06/2021 11:23:59,30.03,,
44,06/06/2021 11:24:59,29.90,,
45,06/06/2021 11:25:59,29.90,,
46,06/06/2021 11:26:59,29.81,,
47,06/06/2021 11:27:59,29.81,,
48,06/06/2021 11:28:59,29.77,,
49,06/06/2021 11:29:59,29.68,,
50,06/06/2021 11:30:59,29.68,,
51,06/06/2021 11:31:59,29.68,,
52,06/06/2021 11:32:59,29.68,,
53,06/06/2021 11:33:59,29.64,,
54,06/06/2021 11:34:59,29.68,,
55,06/06/2021 11:35:59,29.73,,
56,06/06/2021 11:36:59,29.73,,
57,06/06/2021 11:37:59,29.77,,
58,06/06/2021 11:38:59,29.77,,
59,06/06/2021 11:39:59,29.73,,
60,06/06/2021 11:40:59,29.77,,
