#,Date-Time (EST),Ch: 1 - Temperature   (°C),Host Connected,End of File
1,06/05/2021 10:47:48,27.54,,
2,06/05/2021 10:48:48,28.61,,
3,06/05/2021 10:49:48,28.91,,
4,06/05/2021 10:50:48,29.04,,
5,06/05/2021 10:51:48,28.95,,
6,06/05/2021 10:52:48,28.83,,
7,06/05/2021 10:53:48,28.70,,
8,06/05/2021 10:54:48,28.70,,
9,06/05/2021 10:55:48,28.70,,
10,06/05/2021 10:56:48,28.74,,
11,06/05/2021 10:57:48,28.78,,
12,06/05/2021 10:58:48,28.83,,
13,06/05/2021 10:59:48,28.87,,
14,06/05/2021 11:00:48,28.91,,
15,06/05/2021 11:01:48,29.68,,
16,06/05/2021 11:02:48,30.28,,
17,06/05/2021 11:03:48,30.93,,
18,06/05/2021 11:04:48,30.80,,
19,06/05/2021 11:05:48,30.54,,
20,06/05/2021 11:06:48,30.24,,
21,06/05/2021 11:07:48,29.86,,
22,06/05/2021 11:08:48,29.64,,
23,06/05/2021 11:09:48,29.43,,
24,06/05/2021 11:10:48,29.21,,
25,06/05/2021 11:11:48,29.04,,
26,06/05/2021 11:12:48,28.95,,
27,06/05/2021 11:13:48,28.83,,
28,06/05/2021 11:14:48,28.74,,
29,06/05/2021 11:15:48,28.70,,
30,06/05/2021 11:16:48,28.65,,
31,06/05/2021 11:17:48,28.57,,
32,06/05/2021 11:18:48,28.57,,
33,06/05/2021 11:19:48,28.53,,
34,06/05/2021 11:20:48,28.53,,
35,06/05/2021 11:21:48,28.57,,
36,06/05/2021 11:22:48,28.57,,
37,06/05/2021 11:23:48,28.53,,
38,06/05/2021 11:24:48,28.48,,
39,06/05/2021 11:25:48,28.48,,
40,06/05/2021 11:26:48,28.53,,
41,06/05/2021 11:27:48,28.48,,
42,06/05/2021 11:28:48,28.53,,
43,06/05/2021 11:29:48,28.57,,
44,06/05/2021 11:30:48,28.65,,
45,06/05/2021 11:31:48,28.70,,
46,06/05/2021 11:32:48,28.65,,
47,06/05/2021 11:33:48,28.70,,
48,06/05/2021 11:34:48,28.65,,
49,06/05/2021 11:35:48,28.65,,
50,06/05/2021 11:36:48,28.61,,
51,06/05/2021 11:37:48,28.61,,
52,06/05/2021 11:38:48,28.70,,
53,06/05/2021 11:39:48,28.70,,
54,06/05/2021 11:40:48,28.65,,
55,06/05/2021 11:41:48,28.65,,
56,06/05/2021 11:42:48,28.70,,
57,06/05/2021 11:43:48,28.61,,
58,06/05/2021 11:44:48,28.65,,
59,06/05/2021 11:45:48,28.65,,
60,06/05/2021 11:46:48,28.70,,
61,06/05/2021 11:47:48,28.78,,
62,06/05/2021 11:48:48,28.65,,
63,06/05/2021 11:49:48,28.78,,
64,06/05/2021 11:50:48,28.83,,
65,06/05/2021 11:51:48,28.83,,
66,06/05/2021 11:52:48,28.83,,
67,06/05/2021 11:53:48,28.83,,
68,06/05/2021 11:54:48,28.83,,
69,06/05/2021 11:55:48,28.95,,
70,06/05/2021 11:56:48,28.95,,
71,06/05/2021 11:57:48,29.00,,
72,06/05/2021 11:58:48,29.04,,
73,06/05/2021 11:59:48,29.04,,
74,06/05/2021 12:00:48,29.04,,
75,06/05/2021 12:01:48,29.04,,
76,06/05/2021 12:02:48,29.08,,
77,06/05/2021 12:03:48,29.13,,
78,06/05/2021 12:04:48,29.17,,
79,06/05/2021 12:05:48,29.17,,
80,06/05/2021 12:06:48,29.13,,
81,06/05/2021 12:07:48,29.13,,
82,06/05/2021 12:08:48,29.13,,
83,06/05/2021 12:09:48,29.17,,
84,06/05/2021 12:10:48,29.17,,
85,06/05/2021 12:11:48,29.26,,
86,06/05/2021 12:12:48,29.21,,
87,06/05/2021 12:13:48,29.26,,
88,06/05/2021 12:14:48,29.21,,
89,06/05/2021 12:15:48,29.21,,
90,06/05/2021 12:16:48,29.17,,
91,06/05/2021 12:17:48,29.30,,
92,06/05/2021 12:18:48,29.30,,
93,06/05/2021 12:19:48,29.26,,
94,06/05/2021 12:20:48,29.30,,
95,06/05/2021 12:21:48,29.30,,
96,06/05/2021 12:22:48,29.30,,
97,06/05/2021 12:23:48,29.34,,
98,06/05/2021 12:24:48,29.43,,
99,06/05/2021 12:25:48,29.38,,
100,06/05/2021 12:26:48,29.47,,
101,06/05/2021 12:27:48,29.34,,
102,06/05/2021 12:28:48,29.34,,
103,06/05/2021 12:29:48,29.38,,
104,06/05/2021 12:30:48,29.38,,
105,06/05/2021 12:31:48,29.38,,
106,06/05/2021 12:32:48,29.43,,
107,06/05/2021 12:33:48,29.47,,
108,06/05/2021 12:34:48,29.51,,
109,06/05/2021 12:35:48,29.51,,
110,06/05/2021 12:36:48,29.47,,
111,06/05/2021 12:37:48,29.47,,
112,06/05/2021 12:38:48,29.47,,
113,06/05/2021 12:39:48,29.38,,
114,06/05/2021 12:40:48,29.38,,
115,06/05/2021 12:41:48,29.43,,
116,06/05/2021 12:42:48,29.43,,
117,06/05/2021 12:43:48,29.43,,
118,06/05/2021 12:44:48,29.51,,
119,06/05/2021 12:45:48,29.56,,
120,06/05/2021 12:46:48,29.64,,
121,06/05/2021 12:47:48,29.60,,
122,06/05/2021 12:48:48,29.56,,
123,06/05/2021 12:49:48,29.56,,
124,06/05/2021 12:50:48,29.60,,
125,06/05/2021 12:51:48,29.68,,
126,06/05/2021 12:52:48,29.77,,
127,06/05/2021 12:53:48,29.81,,
128,06/05/2021 12:54:48,29.86,,
129,06/05/2021 12:55:48,29.90,,
130,06/05/2021 12:56:48,29.94,,
131,06/05/2021 12:57:48,29.90,,
132,06/05/2021 12:58:48,29.90,,
133,06/05/2021 12:59:48,29.90,,
134,06/05/2021 13:00:48,29.81,,
135,06/05/2021 13:01:48,29.81,,
136,06/05/2021 13:02:48,29.86,,
137,06/05/2021 13:03:48,29.86,,
138,06/05/2021 13:04:48,29.86,,
139,06/05/2021 13:05:48,29.81,,
140,06/05/2021 13:06:48,29.77,,
141,06/05/2021 13:07:48,29.86,,
142,06/05/2021 13:08:48,29.86,,
143,06/05/2021 13:09:48,29.90,,
144,06/05/2021 13:10:48,29.86,,
145,06/05/2021 13:11:48,29.86,,
146,06/05/2021 13:12:48,29.94,,
147,06/05/2021 13:13:48,29.90,,
148,06/05/2021 13:14:48,29.86,,
149,06/05/2021 13:15:48,29.90,,
150,06/05/2021 13:16:48,29.94,,
151,06/05/2021 13:17:48,29.86,,
152,06/05/2021 13:18:48,29.94,,
153,06/05/2021 13:19:48,29.94,,
154,06/05/2021 13:20:48,29.98,,
155,06/05/2021 13:21:48,29.94,,
156,06/05/2021 13:22:48,29.94,,
157,06/05/2021 13:23:48,30.03,,
158,06/05/2021 13:24:48,29.98,,
159,06/05/2021 13:25:48,29.98,,
160,06/05/2021 13:26:48,29.94,,
161,06/05/2021 13:27:48,29.90,,
162,06/05/2021 13:28:48,29.86,,
163,06/05/2021 13:29:48,29.73,,
164,06/05/2021 13:30:48,29.73,,
165,06/05/2021 13:31:48,29.73,,
166,06/05/2021 13:32:48,29.73,,
167,06/05/2021 13:33:48,29.73,,
168,06/05/2021 13:34:48,29.68,,
169,06/05/2021 13:35:48,29.68,,
170,06/05/2021 13:36:48,29.68,,
171,06/05/2021 13:37:48,29.64,,
172,06/05/2021 13:38:48,29.64,,
173,06/05/2021 13:39:48,29.60,,
174,06/05/2021 13:40:48,29.60,,
