#,Date-Time (EST),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,End of File
96,06/13/2021 10:14:51,27.75,,,,
97,06/13/2021 10:15:51,27.84,,,,
98,06/13/2021 10:16:51,28.01,,,,
99,06/13/2021 10:17:51,28.05,,,,
100,06/13/2021 10:18:51,28.14,,,,
101,06/13/2021 10:19:51,28.18,,,,
102,06/13/2021 10:20:51,28.18,,,,
103,06/13/2021 10:21:51,28.23,,,,
104,06/13/2021 10:22:51,28.27,,,,
105,06/13/2021 10:23:51,28.35,,,,
106,06/13/2021 10:24:51,28.44,,,,
107,06/13/2021 10:25:51,28.57,,,,
108,06/13/2021 10:26:51,28.48,,,,
109,06/13/2021 10:27:51,28.35,,,,
110,06/13/2021 10:28:51,28.31,,,,
111,06/13/2021 10:29:51,28.31,,,,
112,06/13/2021 10:30:51,28.27,,,,
113,06/13/2021 10:31:51,28.05,,,,
114,06/13/2021 10:32:51,27.93,,,,
115,06/13/2021 10:33:51,27.71,,,,
116,06/13/2021 10:34:51,27.71,,,,
117,06/13/2021 10:35:51,27.88,,,,
118,06/13/2021 10:36:51,27.84,,,,
119,06/13/2021 10:37:51,27.88,,,,
120,06/13/2021 10:38:51,27.75,,,,
121,06/13/2021 10:39:51,27.58,,,,
122,06/13/2021 10:40:51,27.54,,,,
123,06/13/2021 10:41:51,27.50,,,,
124,06/13/2021 10:42:51,27.50,,,,
125,06/13/2021 10:43:51,27.58,,,,
126,06/13/2021 10:44:51,27.54,,,,
127,06/13/2021 10:45:51,27.41,,,,
128,06/13/2021 10:46:51,27.41,,,,
129,06/13/2021 10:47:51,27.41,,,,
130,06/13/2021 10:48:51,27.58,,,,
131,06/13/2021 10:49:51,27.67,,,,
132,06/13/2021 10:50:51,27.71,,,,
133,06/13/2021 10:51:51,27.80,,,,
134,06/13/2021 10:52:51,27.75,,,,
135,06/13/2021 10:53:51,27.88,,,,
136,06/13/2021 10:54:51,27.93,,,,
137,06/13/2021 10:55:51,27.93,,,,
138,06/13/2021 10:56:51,27.97,,,,
139,06/13/2021 10:57:51,28.10,,,,
140,06/13/2021 10:58:51,28.10,,,,
141,06/13/2021 10:59:51,28.14,,,,
142,06/13/2021 11:00:51,28.23,,,,
143,06/13/2021 11:01:51,28.18,,,,
144,06/13/2021 11:02:51,28.10,,,,
145,06/13/2021 11:03:51,28.01,,,,
146,06/13/2021 11:04:51,27.93,,,,
147,06/13/2021 11:05:51,27.93,,,,
148,06/13/2021 11:06:51,27.97,,,,
149,06/13/2021 11:07:51,28.10,,,,
150,06/13/2021 11:08:51,28.10,,,,
151,06/13/2021 11:09:51,28.27,,,,
152,06/13/2021 11:10:51,28.31,,,,
153,06/13/2021 11:11:51,28.35,,,,
154,06/13/2021 11:12:51,28.40,,,,
155,06/13/2021 11:13:51,28.44,,,,
156,06/13/2021 11:14:51,28.44,,,,
157,06/13/2021 11:15:51,28.57,,,,
158,06/13/2021 11:16:51,28.57,,,,
159,06/13/2021 11:17:51,28.53,,,,
160,06/13/2021 11:18:51,28.57,,,,
161,06/13/2021 11:19:51,28.61,,,,
162,06/13/2021 11:20:51,28.57,,,,
163,06/13/2021 11:21:51,28.61,,,,
164,06/13/2021 11:22:51,28.70,,,,
165,06/13/2021 11:23:51,28.74,,,,
166,06/13/2021 11:24:51,28.78,,,,
167,06/13/2021 11:25:51,28.83,,,,
168,06/13/2021 11:26:51,28.87,,,,
169,06/13/2021 11:27:51,28.87,,,,
170,06/13/2021 11:28:51,28.87,,,,
171,06/13/2021 11:29:51,28.91,,,,
172,06/13/2021 11:30:51,28.91,,,,
173,06/13/2021 11:31:51,28.95,,,,
174,06/13/2021 11:32:51,29.00,,,,
175,06/13/2021 11:33:51,29.13,,,,
176,06/13/2021 11:34:51,29.17,,,,
177,06/13/2021 11:35:51,29.21,,,,
178,06/13/2021 11:36:51,29.30,,,,
179,06/13/2021 11:37:51,29.26,,,,
180,06/13/2021 11:38:51,29.30,,,,
181,06/13/2021 11:39:51,29.34,,,,
182,06/13/2021 11:40:51,29.38,,,,
183,06/13/2021 11:41:51,29.34,,,,
184,06/13/2021 11:42:51,29.21,,,,
185,06/13/2021 11:43:51,29.13,,,,
186,06/13/2021 11:44:51,29.08,,,,
187,06/13/2021 11:45:51,29.21,,,,
188,06/13/2021 11:46:51,29.13,,,,
189,06/13/2021 11:47:51,29.17,,,,
190,06/13/2021 11:48:51,29.21,,,,
191,06/13/2021 11:49:51,29.13,,,,
192,06/13/2021 11:50:51,29.04,,,,
193,06/13/2021 11:51:51,28.95,,,,
194,06/13/2021 11:52:51,28.91,,,,
195,06/13/2021 11:53:51,28.83,,,,
196,06/13/2021 11:54:51,28.91,,,,
197,06/13/2021 11:55:51,28.91,,,,
198,06/13/2021 11:56:51,29.04,,,,
199,06/13/2021 11:57:51,29.13,,,,
200,06/13/2021 11:58:51,29.21,,,,
201,06/13/2021 11:59:51,29.26,,,,
202,06/13/2021 12:00:51,29.21,,,,
203,06/13/2021 12:01:51,29.21,,,,
204,06/13/2021 12:02:51,29.17,,,,
205,06/13/2021 12:03:51,29.13,,,,
206,06/13/2021 12:04:51,29.13,,,,
207,06/13/2021 12:05:51,29.08,,,,
208,06/13/2021 12:06:51,29.13,,,,
209,06/13/2021 12:07:51,28.91,,,,
210,06/13/2021 12:08:51,28.87,,,,
211,06/13/2021 12:09:51,28.70,,,,
212,06/13/2021 12:10:51,28.61,,,,
213,06/13/2021 12:11:51,28.61,,,,
214,06/13/2021 12:12:51,28.61,,,,
215,06/13/2021 12:13:51,28.61,,,,
216,06/13/2021 12:14:51,28.57,,,,
217,06/13/2021 12:15:51,28.53,,,,
218,06/13/2021 12:16:51,28.57,,,,
219,06/13/2021 12:17:51,28.61,,,,
220,06/13/2021 12:18:51,28.74,,,,
221,06/13/2021 12:19:51,28.70,,,,
222,06/13/2021 12:20:51,28.83,,,,
223,06/13/2021 12:21:51,28.87,,,,
224,06/13/2021 12:22:51,28.91,,,,
225,06/13/2021 12:23:51,29.00,,,,
226,06/13/2021 12:24:51,28.87,,,,
227,06/13/2021 12:25:51,28.78,,,,
228,06/13/2021 12:26:51,28.74,,,,
229,06/13/2021 12:27:51,28.74,,,,
230,06/13/2021 12:28:51,28.74,,,,
231,06/13/2021 12:29:51,28.83,,,,
232,06/13/2021 12:30:51,28.87,,,,
233,06/13/2021 12:31:51,28.83,,,,
234,06/13/2021 12:32:51,28.65,,,,
235,06/13/2021 12:33:51,28.61,,,,
236,06/13/2021 12:34:51,28.61,,,,
237,06/13/2021 12:35:51,28.70,,,,
238,06/13/2021 12:36:51,28.65,,,,
239,06/13/2021 12:37:51,28.61,,,,
240,06/13/2021 12:38:51,28.57,,,,
241,06/13/2021 12:39:51,28.48,,,,
242,06/13/2021 12:40:51,28.53,,,,
243,06/13/2021 12:41:51,28.53,,,,
244,06/13/2021 12:42:51,28.61,,,,
245,06/13/2021 12:43:51,28.61,,,,
246,06/13/2021 12:44:51,28.53,,,,
247,06/13/2021 12:45:51,28.48,,,,
248,06/13/2021 12:46:51,28.53,,,,
249,06/13/2021 12:47:51,28.61,,,,
250,06/13/2021 12:48:51,28.65,,,,
251,06/13/2021 12:49:51,28.70,,,,
252,06/13/2021 12:50:51,28.65,,,,
253,06/13/2021 12:51:51,28.65,,,,
254,06/13/2021 12:52:51,28.74,,,,
255,06/13/2021 12:53:51,28.78,,,,
256,06/13/2021 12:54:51,28.83,,,,
257,06/13/2021 12:55:51,28.83,,,,
258,06/13/2021 12:56:51,28.78,,,,
259,06/13/2021 12:57:51,28.91,,,,
260,06/13/2021 12:58:51,28.95,,,,
261,06/13/2021 12:59:51,28.87,,,,
262,06/13/2021 13:00:51,28.87,,,,
263,06/13/2021 13:01:51,28.87,,,,
264,06/13/2021 13:02:51,28.91,,,,
265,06/13/2021 13:03:51,28.95,,,,
266,06/13/2021 13:04:51,28.91,,,,
267,06/13/2021 13:05:51,28.83,,,,
268,06/13/2021 13:06:51,28.78,,,,
269,06/13/2021 13:07:51,28.78,,,,
270,06/13/2021 13:08:51,28.78,,,,
271,06/13/2021 13:09:51,28.74,,,,
272,06/13/2021 13:10:51,28.74,,,,
273,06/13/2021 13:11:51,28.74,,,,
274,06/13/2021 13:12:51,28.74,,,,
275,06/13/2021 13:13:51,28.91,,,,
276,06/13/2021 13:14:51,28.87,,,,
277,06/13/2021 13:15:51,28.95,,,,
278,06/13/2021 13:16:51,29.00,,,,
279,06/13/2021 13:17:51,28.95,,,,
280,06/13/2021 13:18:51,28.95,,,,
281,06/13/2021 13:19:51,29.00,,,,
282,06/13/2021 13:20:51,28.95,,,,
283,06/13/2021 13:21:51,29.04,,,,
284,06/13/2021 13:22:51,29.08,,,,
285,06/13/2021 13:23:51,29.00,,,,
286,06/13/2021 13:24:51,28.91,,,,
287,06/13/2021 13:25:51,28.91,,,,
288,06/13/2021 13:26:51,28.91,,,,
289,06/13/2021 13:27:51,28.87,,,,
290,06/13/2021 13:28:51,28.95,,,,
291,06/13/2021 13:29:51,29.00,,,,
292,06/13/2021 13:30:51,29.08,,,,
293,06/13/2021 13:31:51,29.08,,,,
294,06/13/2021 13:32:51,29.00,,,,
295,06/13/2021 13:33:51,28.87,,,,
296,06/13/2021 13:34:51,28.91,,,,
297,06/13/2021 13:35:51,28.91,,,,
298,06/13/2021 13:36:51,28.78,,,,
299,06/13/2021 13:37:51,28.65,,,,
300,06/13/2021 13:38:51,28.53,,,,
301,06/13/2021 13:39:51,28.53,,,,
302,06/13/2021 13:40:51,28.53,,,,
303,06/13/2021 13:41:51,28.53,,,,
304,06/13/2021 13:42:51,28.48,,,,
305,06/13/2021 13:43:51,28.44,,,,
306,06/13/2021 13:44:51,28.40,,,,
307,06/13/2021 13:45:51,28.40,,,,
308,06/13/2021 13:46:51,28.35,,,,
309,06/13/2021 13:47:51,28.35,,,,
310,06/13/2021 13:48:51,28.40,,,,
311,06/13/2021 13:49:51,28.40,,,,
312,06/13/2021 13:50:51,28.44,,,,
313,06/13/2021 13:51:51,28.44,,,,
314,06/13/2021 13:52:51,28.35,,,,
315,06/13/2021 13:53:51,28.40,,,,
316,06/13/2021 13:54:51,28.35,,,,
317,06/13/2021 13:55:51,28.31,,,,
318,06/13/2021 13:56:51,28.44,,,,
319,06/13/2021 13:57:51,28.57,,,,
320,06/13/2021 13:58:51,28.57,,,,
321,06/13/2021 13:59:51,28.61,,,,
322,06/13/2021 14:00:51,28.70,,,,
323,06/13/2021 14:01:51,28.65,,,,
324,06/13/2021 14:02:51,28.70,,,,
325,06/13/2021 14:03:51,28.78,,,,
326,06/13/2021 14:04:51,28.83,,,,
327,06/13/2021 14:05:51,28.87,,,,
328,06/13/2021 14:06:51,28.95,,,,
329,06/13/2021 14:07:51,29.00,,,,
330,06/13/2021 14:08:51,28.91,,,,
331,06/13/2021 14:09:51,29.08,,,,
332,06/13/2021 14:10:51,29.17,,,,
333,06/13/2021 14:11:51,29.21,,,,
334,06/13/2021 14:12:51,29.26,,,,
335,06/13/2021 14:13:51,29.38,,,,
336,06/13/2021 14:14:51,29.38,,,,
337,06/13/2021 14:15:51,29.47,,,,
338,06/13/2021 14:16:51,29.47,,,,
339,06/13/2021 14:17:51,29.60,,,,
340,06/13/2021 14:18:51,29.60,,,,
341,06/13/2021 14:19:51,29.64,,,,
342,06/13/2021 14:20:51,29.73,,,,
343,06/13/2021 14:21:51,29.60,,,,
344,06/13/2021 14:22:51,29.56,,,,
345,06/13/2021 14:23:51,29.47,,,,
346,06/13/2021 14:24:51,29.56,,,,
347,06/13/2021 14:25:51,29.64,,,,
348,06/13/2021 14:26:51,29.73,,,,
349,06/13/2021 14:27:51,29.81,,,,
350,06/13/2021 14:28:51,29.86,,,,
351,06/13/2021 14:29:51,29.86,,,,
352,06/13/2021 14:30:51,29.90,,,,
353,06/13/2021 14:31:51,29.94,,,,
354,06/13/2021 14:32:51,30.03,,,,
355,06/13/2021 14:33:51,29.98,,,,
356,06/13/2021 14:34:51,29.98,,,,
357,06/13/2021 14:35:51,30.03,,,,
358,06/13/2021 14:36:51,30.07,,,,
359,06/13/2021 14:37:51,30.07,,,,
360,06/13/2021 14:38:51,30.16,,,,
361,06/13/2021 14:39:51,30.20,,,,
362,06/13/2021 14:40:51,30.24,,,,
363,06/13/2021 14:41:51,30.33,,,,
364,06/13/2021 14:42:51,30.37,,,,
365,06/13/2021 14:43:51,30.41,,,,
366,06/13/2021 14:44:51,30.50,,,,
367,06/13/2021 14:45:51,30.54,,,,
368,06/13/2021 14:46:51,30.63,,,,
369,06/13/2021 14:47:51,30.67,,,,
370,06/13/2021 14:48:51,30.80,,,,
371,06/13/2021 14:49:51,30.80,,,,
372,06/13/2021 14:50:51,30.84,,,,
373,06/13/2021 14:51:51,30.93,,,,
374,06/13/2021 14:52:51,30.84,,,,
375,06/13/2021 14:53:51,30.89,,,,
376,06/13/2021 14:54:51,30.93,,,,
377,06/13/2021 14:55:51,30.89,,,,
378,06/13/2021 14:56:51,30.93,,,,
379,06/13/2021 14:57:51,31.01,,,,
380,06/13/2021 14:58:51,30.97,,,,
381,06/13/2021 14:59:51,30.89,,,,
382,06/13/2021 15:00:51,30.84,,,,
383,06/13/2021 15:01:51,30.89,,,,
384,06/13/2021 15:02:51,30.89,,,,
385,06/13/2021 15:03:51,30.84,,,,
386,06/13/2021 15:04:51,30.84,,,,
387,06/13/2021 15:05:51,30.80,,,,
388,06/13/2021 15:06:51,30.80,,,,
389,06/13/2021 15:07:51,30.63,,,,
390,06/13/2021 15:08:51,30.50,,,,
391,06/13/2021 15:09:51,30.54,,,,
392,06/13/2021 15:10:51,30.59,,,,
393,06/13/2021 15:11:51,30.63,,,,
394,06/13/2021 15:12:51,30.71,,,,
395,06/13/2021 15:13:51,30.67,,,,
396,06/13/2021 15:14:51,30.67,,,,
397,06/13/2021 15:15:51,30.76,,,,
398,06/13/2021 15:16:51,30.80,,,,
399,06/13/2021 15:17:51,30.84,,,,
400,06/13/2021 15:18:51,30.97,,,,
401,06/13/2021 15:19:51,31.06,,,,
402,06/13/2021 15:20:51,31.06,,,,
403,06/13/2021 15:21:51,31.10,,,,
404,06/13/2021 15:22:51,31.06,,,,
405,06/13/2021 15:23:51,31.06,,,,
406,06/13/2021 15:24:51,31.10,,,,
407,06/13/2021 15:25:51,31.10,,,,
408,06/13/2021 15:26:51,31.10,,,,
409,06/13/2021 15:27:51,31.14,,,,
410,06/13/2021 15:28:51,31.06,,,,
411,06/13/2021 15:29:51,31.01,,,,
412,06/13/2021 15:30:51,30.97,,,,
413,06/13/2021 15:31:51,31.06,,,,
414,06/13/2021 15:32:51,31.10,,,,
415,06/13/2021 15:33:51,31.19,,,,
416,06/13/2021 15:34:51,31.27,,,,
417,06/13/2021 15:35:51,31.31,,,,
418,06/13/2021 15:36:51,31.36,,,,
419,06/13/2021 15:37:51,31.49,,,,
420,06/13/2021 15:38:51,31.49,,,,
421,06/13/2021 15:39:51,31.57,,,,
422,06/13/2021 15:40:51,31.61,,,,
423,06/13/2021 15:41:51,31.61,,,,
424,06/13/2021 15:42:51,31.66,,,,
425,06/13/2021 15:43:51,31.70,,,,
426,06/13/2021 15:44:51,31.74,,,,
427,06/13/2021 15:45:51,31.87,,,,
428,06/13/2021 15:46:51,31.96,,,,
429,06/13/2021 15:47:51,31.96,,,,
430,06/13/2021 15:48:51,31.96,,,,
431,06/13/2021 15:49:51,32.04,,,,
432,06/13/2021 15:50:51,32.09,,,,
433,06/13/2021 15:51:51,32.22,,,,
434,06/13/2021 15:52:51,32.22,,,,
435,06/13/2021 15:53:51,32.26,,,,
436,06/13/2021 15:54:51,32.30,,,,
437,06/13/2021 15:55:51,32.26,,,,
438,06/13/2021 15:56:51,32.13,,,,
439,06/13/2021 15:57:51,32.04,,,,
440,06/13/2021 15:58:51,32.09,,,,
441,06/13/2021 15:59:51,32.09,,,,
442,06/13/2021 16:00:51,32.09,,,,
443,06/13/2021 16:01:51,32.09,,,,
444,06/13/2021 16:02:51,32.13,,,,
445,06/13/2021 16:03:51,32.17,,,,
446,06/13/2021 16:04:51,32.09,,,,
447,06/13/2021 16:05:51,32.00,,,,
448,06/13/2021 16:06:51,31.92,,,,
449,06/13/2021 16:07:51,31.87,,,,
450,06/13/2021 16:08:51,31.79,,,,
451,06/13/2021 16:09:51,31.83,,,,
452,06/13/2021 16:10:51,31.83,,,,
453,06/13/2021 16:11:51,31.87,,,,
454,06/13/2021 16:12:51,31.87,,,,
455,06/13/2021 16:13:51,31.83,,,,
456,06/13/2021 16:14:51,31.83,,,,
457,06/13/2021 16:15:51,31.79,,,,
458,06/13/2021 16:16:51,31.70,,,,
459,06/13/2021 16:17:51,31.66,,,,
460,06/13/2021 16:18:51,31.66,,,,
461,06/13/2021 16:19:51,31.66,,,,
462,06/13/2021 16:20:51,31.61,,,,
463,06/13/2021 16:21:51,31.61,,,,
464,06/13/2021 16:22:51,31.57,,,,
465,06/13/2021 16:23:51,31.66,,,,
466,06/13/2021 16:24:51,31.66,,,,
467,06/13/2021 16:25:51,31.70,,,,
468,06/13/2021 16:26:51,31.74,,,,
469,06/13/2021 16:27:51,31.74,,,,
470,06/13/2021 16:28:51,31.79,,,,
471,06/13/2021 16:29:51,31.83,,,,
472,06/13/2021 16:30:51,31.87,,,,
473,06/13/2021 16:31:51,31.92,,,,
474,06/13/2021 16:32:51,31.92,,,,
475,06/13/2021 16:33:51,32.00,,,,
476,06/13/2021 16:34:51,32.00,,,,
477,06/13/2021 16:35:51,32.04,,,,
478,06/13/2021 16:36:51,32.09,,,,
479,06/13/2021 16:37:51,32.17,,,,
480,06/13/2021 16:38:51,32.17,,,,
481,06/13/2021 16:39:51,32.17,,,,
482,06/13/2021 16:40:51,32.17,,,,
483,06/13/2021 16:41:51,32.22,,,,
484,06/13/2021 16:42:51,32.26,,,,
485,06/13/2021 16:43:51,32.26,,,,
486,06/13/2021 16:44:51,32.30,,,,
487,06/13/2021 16:45:51,32.34,,,,
488,06/13/2021 16:46:51,32.30,,,,
489,06/13/2021 16:47:51,32.34,,,,
490,06/13/2021 16:48:51,32.39,,,,
491,06/13/2021 16:49:51,32.43,,,,
492,06/13/2021 16:50:51,32.47,,,,
493,06/13/2021 16:51:51,32.47,,,,
494,06/13/2021 16:52:51,32.43,,,,
495,06/13/2021 16:53:51,32.34,,,,
496,06/13/2021 16:54:51,32.34,,,,
497,06/13/2021 16:55:51,32.34,,,,
498,06/13/2021 16:56:51,32.26,,,,
499,06/13/2021 16:57:51,32.13,,,,
500,06/13/2021 16:58:51,32.22,,,,
501,06/13/2021 16:59:51,32.17,,,,
502,06/13/2021 17:00:51,32.22,,,,
503,06/13/2021 17:01:51,32.22,,,,
504,06/13/2021 17:02:51,32.30,,,,
505,06/13/2021 17:03:51,32.26,,,,
506,06/13/2021 17:04:51,32.26,,,,
507,06/13/2021 17:05:51,32.26,,,,
508,06/13/2021 17:06:51,32.26,,,,
509,06/13/2021 17:07:51,32.26,,,,
510,06/13/2021 17:08:51,32.30,,,,
511,06/13/2021 17:09:51,32.39,,,,
512,06/13/2021 17:10:51,32.47,,,,
513,06/13/2021 17:11:51,32.56,,,,
514,06/13/2021 17:12:51,32.60,,,,
515,06/13/2021 17:13:51,32.69,,,,
516,06/13/2021 17:14:51,32.73,,,,
517,06/13/2021 17:15:51,32.77,,,,
518,06/13/2021 17:16:51,32.77,,,,
519,06/13/2021 17:17:51,32.73,,,,
520,06/13/2021 17:18:51,32.64,,,,
521,06/13/2021 17:19:51,32.47,,,,
522,06/13/2021 17:20:51,32.13,,,,
523,06/13/2021 17:21:51,31.96,,,,
524,06/13/2021 17:22:51,31.87,,,,
525,06/13/2021 17:23:51,31.87,,,,
526,06/13/2021 17:24:51,31.79,,,,
527,06/13/2021 17:25:51,31.74,,,,
528,06/13/2021 17:26:51,31.83,,,,
529,06/13/2021 17:27:51,31.83,,,,
530,06/13/2021 17:28:51,31.83,,,,
531,06/13/2021 17:29:51,31.87,,,,
532,06/13/2021 17:30:51,31.87,,,,
533,06/13/2021 17:31:51,31.96,,,,
534,06/13/2021 17:32:51,32.04,,,,
535,06/13/2021 17:33:51,32.04,,,,
536,06/13/2021 17:34:51,32.09,,,,
537,06/13/2021 17:35:51,32.09,,,,
538,06/13/2021 17:36:51,32.17,,,,
539,06/13/2021 17:37:51,32.17,,,,
540,06/13/2021 17:38:51,32.26,,,,
541,06/13/2021 17:39:51,32.17,,,,
542,06/13/2021 17:40:51,32.17,,,,
543,06/13/2021 17:41:51,32.17,,,,
544,06/13/2021 17:42:51,32.22,,,,
545,06/13/2021 17:43:51,32.04,,,,
546,06/13/2021 17:44:51,31.83,,,,
547,06/13/2021 17:45:51,31.74,,,,
548,06/13/2021 17:46:51,31.70,,,,
549,06/13/2021 17:47:51,31.79,,,,
550,06/13/2021 17:48:51,31.83,,,,
551,06/13/2021 17:49:51,31.87,,,,
552,06/13/2021 17:50:51,31.87,,,,
553,06/13/2021 17:51:51,31.96,,,,
554,06/13/2021 17:52:51,32.04,,,,
555,06/13/2021 17:53:51,32.09,,,,
556,06/13/2021 17:54:51,32.09,,,,
557,06/13/2021 17:55:51,32.13,,,,
558,06/13/2021 17:56:51,32.13,,,,
559,06/13/2021 17:57:51,32.17,,,,
560,06/13/2021 17:58:51,32.30,,,,
561,06/13/2021 17:59:51,32.30,,,,
562,06/13/2021 18:00:51,32.26,,,,
563,06/13/2021 18:01:51,32.22,,,,
564,06/13/2021 18:02:51,32.26,,,,
565,06/13/2021 18:03:51,32.22,,,,
566,06/13/2021 18:04:51,32.22,,,,
567,06/13/2021 18:05:51,32.26,,,,
568,06/13/2021 18:06:51,32.26,,,,
569,06/13/2021 18:07:51,32.30,,,,
570,06/13/2021 18:08:51,32.30,,,,
571,06/13/2021 18:09:51,32.34,,,,
572,06/13/2021 18:10:51,32.34,,,,
573,06/13/2021 18:11:51,32.34,,,,
574,06/13/2021 18:12:51,32.34,,,,
575,06/13/2021 18:13:51,32.39,,,,
576,06/13/2021 18:14:51,32.43,,,,
577,06/13/2021 18:15:51,32.52,,,,
578,06/13/2021 18:16:51,32.56,,,,
579,06/13/2021 18:17:51,32.60,,,,
580,06/13/2021 18:18:51,32.69,,,,
581,06/13/2021 18:19:51,32.69,,,,
582,06/13/2021 18:20:51,32.64,,,,
583,06/13/2021 18:21:51,32.47,,,,
584,06/13/2021 18:22:51,32.43,,,,
585,06/13/2021 18:23:51,32.34,,,,
586,06/13/2021 18:24:51,32.43,,,,
587,06/13/2021 18:25:51,32.39,,,,
588,06/13/2021 18:26:51,32.47,,,,
589,06/13/2021 18:27:51,32.47,,,,
590,06/13/2021 18:28:51,32.47,,,,
591,06/13/2021 18:29:51,32.34,,,,
592,06/13/2021 18:30:51,32.22,,,,
593,06/13/2021 18:31:51,32.26,,,,
594,06/13/2021 18:32:51,32.30,,,,
595,06/13/2021 18:33:51,32.26,,,,
596,06/13/2021 18:34:51,32.30,,,,
597,06/13/2021 18:35:51,32.26,,,,
598,06/13/2021 18:36:51,32.13,,,,
599,06/13/2021 18:37:51,32.00,,,,
600,06/13/2021 18:38:51,31.92,,,,
601,06/13/2021 18:39:51,31.87,,,,
602,06/13/2021 18:40:51,31.92,,,,
603,06/13/2021 18:41:51,31.83,,,,
604,06/13/2021 18:42:51,31.83,,,,
