#,Date-Time (EST),Ch: 1 - Temperature   (°C),Host Connected,End of File
1,06/04/2021 13:14:45,30.37,,
2,06/04/2021 13:15:45,33.03,,
3,06/04/2021 13:16:45,32.90,,
4,06/04/2021 13:16:59,,Logged,
5,06/04/2021 13:17:45,31.53,,
6,06/04/2021 13:18:45,30.67,,
7,06/04/2021 13:19:45,29.98,,
8,06/04/2021 13:20:45,29.43,,
9,06/04/2021 13:21:45,28.95,,
10,06/04/2021 13:22:45,28.48,,
11,06/04/2021 13:23:45,28.10,,
12,06/04/2021 13:24:45,27.84,,
13,06/04/2021 13:25:45,27.54,,
14,06/04/2021 13:26:45,27.20,,
15,06/04/2021 13:27:45,26.98,,
16,06/04/2021 13:28:45,26.81,,
17,06/04/2021 13:29:45,26.72,,
18,06/04/2021 13:30:45,26.64,,
19,06/04/2021 13:31:45,26.55,,
20,06/04/2021 13:32:45,26.47,,
21,06/04/2021 13:33:45,26.30,,
22,06/04/2021 13:34:45,26.08,,
23,06/04/2021 13:35:45,26.04,,
24,06/04/2021 13:36:45,25.87,,
25,06/04/2021 13:37:45,25.87,,
26,06/04/2021 13:38:45,25.82,,
27,06/04/2021 13:39:45,25.78,,
28,06/04/2021 13:40:45,25.65,,
29,06/04/2021 13:41:45,25.57,,
30,06/04/2021 13:42:45,25.48,,
31,06/04/2021 13:43:45,25.52,,
32,06/04/2021 13:44:45,25.48,,
33,06/04/2021 13:45:45,25.48,,
34,06/04/2021 13:46:45,25.44,,
35,06/04/2021 13:47:45,25.39,,
36,06/04/2021 13:48:45,25.44,,
37,06/04/2021 13:49:45,25.48,,
38,06/04/2021 13:50:45,25.48,,
39,06/04/2021 13:51:45,25.48,,
40,06/04/2021 13:52:45,25.52,,
41,06/04/2021 13:53:45,25.57,,
42,06/04/2021 13:54:45,25.61,,
43,06/04/2021 13:55:45,25.69,,
44,06/04/2021 13:56:45,25.69,,
45,06/04/2021 13:57:45,25.74,,
46,06/04/2021 13:58:45,25.78,,
47,06/04/2021 13:59:45,25.78,,
48,06/04/2021 14:00:45,25.87,,
49,06/04/2021 14:01:45,25.87,,
50,06/04/2021 14:02:45,25.95,,
51,06/04/2021 14:03:45,26.04,,
52,06/04/2021 14:04:45,26.12,,
53,06/04/2021 14:05:45,26.08,,
54,06/04/2021 14:06:45,26.21,,
55,06/04/2021 14:07:45,26.21,,
56,06/04/2021 14:08:45,26.25,,
57,06/04/2021 14:09:45,26.21,,
58,06/04/2021 14:10:45,26.08,,
59,06/04/2021 14:11:45,25.95,,
60,06/04/2021 14:12:45,25.95,,
61,06/04/2021 14:13:45,25.91,,
62,06/04/2021 14:14:45,25.99,,
63,06/04/2021 14:15:45,25.99,,
64,06/04/2021 14:16:45,25.95,,
65,06/04/2021 14:17:45,25.95,,
66,06/04/2021 14:18:45,25.99,,
67,06/04/2021 14:19:45,26.04,,
68,06/04/2021 14:20:45,26.12,,
69,06/04/2021 14:21:45,26.12,,
70,06/04/2021 14:22:45,26.21,,
71,06/04/2021 14:23:45,26.21,,
72,06/04/2021 14:24:45,26.17,,
73,06/04/2021 14:25:45,26.17,,
74,06/04/2021 14:26:45,26.25,,
75,06/04/2021 14:27:45,26.25,,
76,06/04/2021 14:28:45,26.25,,
